,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9833383325390608,39.220826218999996,255.921278763,158.0,0.064749289,41.30330864114404,0.19397045607890878
std,0.004192649647209785,1.5130248191172482,23.276609655973495,10.488088481701515,0.004685496538661618,0.0,0.0
max,0.9890555718891896,41.70364806,297.88652039,179.0,0.07351498,41.30330864114404,0.19397045607890878
