n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
36,0,0.9923260060874612,26.58033051,210.63174915,142,11.0,0.20233114,0.12192812162727365,81.32228700172618
36,1,0.9860566017339174,26.09261803,241.36875057,168,11.0,0.19130640,0.12192812162727365,81.32228700172618
36,2,0.9940199314871797,26.82418676,233.90853763,162,11.0,0.19094631,0.12192812162727365,81.32228700172618
36,3,0.9952540031921608,26.82418676,258.59659505,173,11.0,0.19098502,0.12192812162727365,81.32228700172618
36,4,0.993524866315513,26.58033051,236.62550354,156,11.0,0.19907790,0.12192812162727365,81.32228700172618
36,5,0.9899715246822454,23.89791184,274.12749100,172,11.0,0.19950132,0.12192812162727365,81.32228700172618
36,6,0.9887769302499773,26.33647427,251.08895087,176,11.0,0.19994533,0.12192812162727365,81.32228700172618
36,7,0.9938753347811646,24.14176808,255.96612811,169,11.0,0.19533131,0.12192812162727365,81.32228700172618
36,8,0.9952846475744258,25.11719306,262.71326852,181,11.0,0.19500917,0.12192812162727365,81.32228700172618
36,9,0.9875347481088014,25.11719306,261.86829686,172,11.0,0.15372324,0.12192812162727365,81.32228700172618
