n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
64,0,0.9883148179291332,37.48503883,296.92972064,184,23.0,0.04740401,0.18649273051584203,18.586566198317396
64,1,0.9801205535398954,39.90944433,288.27924633,178,23.0,0.04730288,0.18649273051584203,18.586566198317396
64,2,0.9787722566094563,42.70683529,269.39919400,167,23.0,0.03699945,0.18649273051584203,18.586566198317396
64,3,0.9830004440047293,45.13124078,288.45815516,171,23.0,0.04538773,0.18649273051584203,18.586566198317396
64,4,0.9806478718162437,42.89332802,272.80295634,169,23.0,0.03598010,0.18649273051584203,18.586566198317396
64,5,0.9876594605581498,45.87721171,262.90926862,161,23.0,0.04953641,0.18649273051584203,18.586566198317396
64,6,0.9903681119194225,44.19877713,307.91674209,187,23.0,0.04535822,0.18649273051584203,18.586566198317396
64,7,0.9827152643391146,42.52034256,278.61748552,171,23.0,0.03796761,0.18649273051584203,18.586566198317396
64,8,0.9822003588234814,41.40138617,284.42400241,175,23.0,0.04133470,0.18649273051584203,18.586566198317396
64,9,0.9828695522346922,41.21489344,278.73489571,171,23.0,0.04545059,0.18649273051584203,18.586566198317396
