n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
36,0,0.9943427612776498,24.41115012,206.16377020,147,54.0,0.27015218,0.12648264309400198,77.16313466986001
36,1,0.9926235739245064,25.67597655,209.75019145,152,54.0,0.25916752,0.12648264309400198,77.16313466986001
36,2,0.9956979757239215,26.81432034,254.12506342,170,54.0,0.27517462,0.12648264309400198,77.16313466986001
36,3,0.9961987159708876,25.04356333,238.30768418,164,54.0,0.27573064,0.12648264309400198,77.16313466986001
36,4,0.9946609288637531,26.68783769,282.65403414,180,54.0,0.26618060,0.12648264309400198,77.16313466986001
36,5,0.9958182698162903,25.80245919,235.31824112,158,54.0,0.26561052,0.12648264309400198,77.16313466986001
36,6,0.9914956633762191,26.43487241,275.07477093,171,54.0,0.25777048,0.12648264309400198,77.16313466986001
36,7,0.9951311699255179,25.29652862,274.81382394,169,54.0,0.26813793,0.12648264309400198,77.16313466986001
36,8,0.9947634000477452,22.51391047,250.00081778,170,54.0,0.26688159,0.12648264309400198,77.16313466986001
36,9,0.9936262023926534,23.39928897,253.80234957,165,54.0,0.22321555,0.12648264309400198,77.16313466986001
