n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
32,0,0.9936910376648698,21.04121417,233.34641623,168,21.0,0.26870763,0.11312480737054288,17.625872541073438
32,1,0.9942281212690525,22.05933744,233.89164925,160,21.0,0.23209678,0.11312480737054288,17.625872541073438
32,2,0.9951335988439045,22.62496147,221.71432018,161,21.0,0.27377397,0.11312480737054288,17.625872541073438
32,3,0.994322520023461,20.13621571,273.40819216,178,21.0,0.26194173,0.11312480737054288,17.625872541073438
32,4,0.9955843544155928,23.19058551,228.73004532,159,21.0,0.26831552,0.11312480737054288,17.625872541073438
32,5,0.9934639871559823,20.02309090,243.30122638,158,21.0,0.27020031,0.11312480737054288,17.625872541073438
32,6,0.9964825693877376,18.77871802,219.77139425,159,21.0,0.26531309,0.11312480737054288,17.625872541073438
32,7,0.9934933541970886,20.02309090,236.84461641,171,21.0,0.26273966,0.11312480737054288,17.625872541073438
32,8,0.9929143681932205,20.02309090,229.67260647,158,21.0,0.25275686,0.11312480737054288,17.625872541073438
32,9,0.9927888699645886,20.81496456,249.09426546,170,21.0,0.22834183,0.11312480737054288,17.625872541073438
