,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9918245898267861,11.5774102,51.321998953999994,48.1,81.64650726400001,97.8080603706193,0.34051206463271094
std,0.0004792784454012447,0.0,4.286043166339268,2.64365067451978,0.18579918588874422,0.0,5.851389114294502e-17
max,0.9923098101065926,11.5774102,55.86179161,54.0,81.86865234,97.8080603706193,0.3405120646327109
