,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9907341826165188,14.984571147999997,120.62453649199999,100.7,12.206606103000002,12.094236490894744,0.17691347279371447
std,0.0025079318126953534,1.331886800853252,19.39182548427352,6.3779132776934,0.30472324791220223,0.0,0.0
max,0.9953530368199387,16.80677992,145.99357224,108.0,12.77185631,12.094236490894744,0.17691347279371447
