n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
36,0,0.9960119674754886,24.52043669,244.72411537,172,43.0,0.59629697,0.14092204991665563,63.23820877724404
36,1,0.9945269314991658,24.37951464,237.03796053,169,43.0,0.57258362,0.14092204991665563,63.23820877724404
36,2,0.9948501516571853,22.97029414,236.24178815,157,43.0,0.58160645,0.14092204991665563,63.23820877724404
36,3,0.9905576770923081,26.77518948,222.60768223,155,43.0,0.57957762,0.14092204991665563,63.23820877724404
36,4,0.9849713736271549,26.21150128,193.47258139,146,43.0,0.56906694,0.14092204991665563,63.23820877724404
36,5,0.9920134854793656,22.97029414,217.28062725,158,43.0,0.58358222,0.14092204991665563,63.23820877724404
36,6,0.981624631923328,26.49334538,195.11727691,144,43.0,0.51353526,0.14092204991665563,63.23820877724404
36,7,0.9948686449796991,23.67490439,219.83444214,159,43.0,0.60625595,0.14092204991665563,63.23820877724404
36,8,0.9943423265195812,26.63426743,213.83352494,152,43.0,0.60152191,0.14092204991665563,63.23820877724404
36,9,0.9856385088656163,24.94320284,242.96014428,170,43.0,0.58417535,0.14092204991665563,63.23820877724404
