,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9969645496534092,11.376933635,110.315823507,95.2,22.588718605,71.32144633838381,0.14474470274712664
std,0.0007080355863619659,0.36871248796376505,18.069441146539987,7.052186422190874,0.09236703466100175,0.0,2.925694557147251e-17
max,0.9983203197853339,11.72432092,141.90737534,110.0,22.69003487,71.32144633838381,0.1447447027471266
