,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9966196204148732,11.265841684000002,71.417736221,64.3,52.947299957,66.52986573938429,0.22667689502350905
std,0.0006562132063683839,0.15299524211189444,16.77468556322412,9.006787563955431,0.1676380088094665,0.0,2.925694557147251e-17
max,0.997438205617902,11.56052165,113.96260476,88.0,53.06387329,66.52986573938429,0.22667689502350907
