,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9972733957393624,16.384590176,192.733917809,147.5,0.824133514,18.32709341858132,0.1002728897068634
std,0.0008468630222287964,0.5773799342946943,11.770191867803119,5.275730597114805,0.014846009885480429,0.0,0.0
max,0.9988522740357889,17.34720992,212.48046494,156.0,0.83958125,18.32709341858132,0.1002728897068634
