n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
24,0,0.9988522740357889,16.54502680,184.19972396,148,22.0,0.83958125,0.1002728897068634,18.32709341858132
24,1,0.9969390715639992,15.54229790,179.75081253,143,22.0,0.80011070,0.1002728897068634,18.32709341858132
24,2,0.9971207703180227,17.34720992,196.62410164,156,22.0,0.81978291,0.1002728897068634,18.32709341858132
24,3,0.9983545416115758,15.74284368,183.04351020,145,22.0,0.83327103,0.1002728897068634,18.32709341858132
24,4,0.9971637605991733,15.64257079,194.72231269,153,22.0,0.82987946,0.1002728897068634,18.32709341858132
24,5,0.9957809516228826,16.64529969,207.69832778,152,22.0,0.82478946,0.1002728897068634,18.32709341858132
24,6,0.9966535970734385,16.64529969,184.76046276,143,22.0,0.83019805,0.1002728897068634,18.32709341858132
24,7,0.9974057598922086,16.34448102,181.68505621,144,22.0,0.83413106,0.1002728897068634,18.32709341858132
24,8,0.9971503091376617,16.54502680,212.48046494,151,22.0,0.83378136,0.1002728897068634,18.32709341858132
24,9,0.9973129215388721,16.84584547,202.37440538,140,22.0,0.79580986,0.1002728897068634,18.32709341858132
