n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
16,0,0.9963574432962772,11.35039777,73.59315324,58,39.0,51.10168457,0.21827688023366704,80.66649931316789
16,1,0.9929092229966762,11.13212089,86.86126685,67,39.0,50.64036560,0.21827688023366704,80.66649931316789
16,2,0.9936669659694204,11.35039777,62.41978717,54,39.0,50.81049347,0.21827688023366704,80.66649931316789
16,3,0.9963076228966092,11.35039777,61.86425591,52,39.0,51.11918259,0.21827688023366704,80.66649931316789
16,4,0.9966057617649041,11.56867465,83.93205285,65,39.0,51.18976593,0.21827688023366704,80.66649931316789
16,5,0.9965846251561263,11.35039777,74.99827647,57,39.0,51.16899109,0.21827688023366704,80.66649931316789
16,6,0.993531563500975,11.35039777,77.40788126,59,39.0,50.76493835,0.21827688023366704,80.66649931316789
16,7,0.9966373714712935,11.13212089,58.31932354,57,39.0,51.09720612,0.21827688023366704,80.66649931316789
16,8,0.9937166836044249,11.35039777,77.94456673,56,39.0,50.82172394,0.21827688023366704,80.66649931316789
16,9,0.9965026947321413,11.13212089,71.15886378,58,39.0,51.06944275,0.21827688023366704,80.66649931316789
