n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
24,0,0.9968574262059402,17.68671658,179.31172609,144,31.0,1.56514525,0.11123721120735297,22.900600309614887
24,1,0.9938375482991489,16.01815841,212.83031416,144,31.0,1.57245648,0.11123721120735297,22.900600309614887
24,2,0.9976166274410473,16.35187005,199.49572992,145,31.0,1.61635566,0.11123721120735297,22.900600309614887
24,3,0.994193922411347,16.46310726,171.55082011,136,31.0,1.56650686,0.11123721120735297,22.900600309614887
24,4,0.9976917872343927,17.35300495,167.62839985,136,31.0,1.59250569,0.11123721120735297,22.900600309614887
24,5,0.9952025902790794,15.79568399,176.71661353,148,31.0,1.59545863,0.11123721120735297,22.900600309614887
24,6,0.9971882427664165,16.68558168,196.20398164,149,31.0,1.56185675,0.11123721120735297,22.900600309614887
24,7,0.9972354816497322,17.57547937,153.54629135,128,31.0,1.57181430,0.11123721120735297,22.900600309614887
24,8,0.9987119341874148,17.46424216,167.39797091,130,31.0,1.56239700,0.11123721120735297,22.900600309614887
24,9,0.9965419575337613,15.68444678,178.58379030,147,31.0,1.57309473,0.11123721120735297,22.900600309614887
