n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
24,0,0.9981007724458067,17.47764804,166.46493435,132,91.0,2.33549905,0.11889556492559325,22.530978093448454
24,1,0.9974362585560212,16.76427465,183.98980832,148,91.0,2.29342151,0.11889556492559325,22.530978093448454
24,2,0.9973171242416798,14.98084118,201.81366014,148,91.0,2.31752300,0.11889556492559325,22.530978093448454
24,3,0.9983703519056633,15.69421457,160.65939021,132,91.0,2.27013373,0.11889556492559325,22.530978093448454
24,4,0.9963708003709315,16.16979683,202.22258496,146,91.0,2.27669001,0.11889556492559325,22.530978093448454
24,5,0.9980607096352401,17.35875248,191.52475214,150,91.0,2.23247814,0.11889556492559325,22.530978093448454
24,6,0.997686422701963,16.05090126,217.68533754,156,91.0,2.26608396,0.11889556492559325,22.530978093448454
24,7,0.9973349516130301,16.64537909,183.28745389,144,91.0,2.31551504,0.11889556492559325,22.530978093448454
24,8,0.9967235160800277,15.09973675,235.08433080,167,91.0,2.26842642,0.11889556492559325,22.530978093448454
24,9,0.9942441735585432,17.12096135,188.08732080,152,91.0,2.30396318,0.11889556492559325,22.530978093448454
