,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.996810133239466,11.585049794,78.04309556399998,70.3,45.633177185,72.82413639171959,0.19669014924985975
std,0.0006327899807478406,0.1451307340516083,13.20122585974104,6.750308634919344,0.11792437530384824,1.4979556132593925e-14,2.925694557147251e-17
max,0.9980222285155417,11.80140895,96.19592571,82.0,45.85934448,72.8241363917196,0.19669014924985972
