n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
24,0,0.9454371495072582,16.96800463,66.82278299,54,2.0,66.72425079,0.6284446158309872,46.02715188746069
24,1,0.9482343900158319,16.96800463,47.87341928,43,2.0,70.52879333,0.6284446158309872,46.02715188746069
24,2,0.9523922015398683,16.96800463,39.78804159,43,2.0,72.25360107,0.6284446158309872,46.02715188746069
24,3,0.958030806442455,16.96800463,38.54063487,36,2.0,73.92364502,0.6284446158309872,46.02715188746069
24,4,0.9599945786891786,16.96800463,34.15704203,40,2.0,74.19963074,0.6284446158309872,46.02715188746069
24,5,0.9457644131547305,16.96800463,47.95656085,50,2.0,69.84927368,0.6284446158309872,46.02715188746069
24,6,0.952429502389715,16.96800463,75.49729800,55,2.0,71.66436768,0.6284446158309872,46.02715188746069
24,7,0.952604963045521,16.96800463,49.42203641,47,2.0,72.43060303,0.6284446158309872,46.02715188746069
24,8,0.9456816860832651,16.33956001,43.10049868,43,2.0,69.17698669,0.6284446158309872,46.02715188746069
24,9,0.9529631697202497,16.96800463,52.72746515,47,2.0,68.95402527,0.6284446158309872,46.02715188746069
