,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9959523687657855,11.477360136000001,72.24493267599999,69.2,45.429398728,88.01930805858288,0.1965301393590559
std,0.0014649801511498024,0.33659671426901516,11.913364157195113,5.493430419854044,0.1476558761682512,1.4979556132593925e-14,2.925694557147251e-17
max,0.9975669475217801,11.79180836,97.63553333,79.0,45.57961655,88.0193080585829,0.19653013935905586
