n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
64,0,0.9690688467424426,37.45277480,124.98548341,101,6.0,4.08963966,0.37831085655669616,62.42117316858255
64,1,0.9690652470659421,41.99250508,111.77000284,97,6.0,4.50300312,0.37831085655669616,62.42117316858255
64,2,0.9518673548620316,40.47926165,125.90286493,96,6.0,4.32865620,0.37831085655669616,62.42117316858255
64,3,0.9824131435746811,39.72263994,128.09243250,97,6.0,4.89136887,0.37831085655669616,62.42117316858255
64,4,0.9219146781791127,37.07446394,134.86273289,106,6.0,3.62024498,0.37831085655669616,62.42117316858255
64,5,0.9516884214932125,38.96601823,120.82650399,98,6.0,4.00186396,0.37831085655669616,62.42117316858255
64,6,0.9669173161912321,39.72263994,118.92086530,95,6.0,4.54049110,0.37831085655669616,62.42117316858255
64,7,0.9632811061137079,41.61419422,139.67290545,102,6.0,4.18224049,0.37831085655669616,62.42117316858255
64,8,0.9718926606987581,36.69615309,117.87434411,93,6.0,3.91757584,0.37831085655669616,62.42117316858255
64,9,0.9530250536081408,43.50574850,129.21098065,98,6.0,4.38666201,0.37831085655669616,62.42117316858255
