,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.960113382852926,39.722639939,125.211911607,98.3,4.246174623,62.42117316858255,0.37831085655669616
std,0.016670190635747713,2.2487496546301164,8.30268501476603,3.7727090178455764,0.36262042360694524,0.0,0.0
max,0.9824131435746811,43.5057485,139.67290545,106.0,4.89136887,62.42117316858255,0.37831085655669616
