,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9653958581030674,39.85084998000001,180.127358939,130.3,0.826187186,54.79855792926172,0.27127876092855546
std,0.016846570445004264,1.4437083088785325,10.178860639035959,4.922736366426028,0.07828051946205691,0.0,0.0
max,0.9848474317930772,42.04820794,197.22312856,139.0,0.96004295,54.79855792926172,0.27127876092855546
