n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
64,0,0.9739642199868139,42.04820794,173.21243405,128,4.0,0.86338031,0.27127876092855546,54.79855792926172
64,1,0.9343562041862015,37.43646901,168.78998566,128,4.0,0.80953544,0.27127876092855546,54.79855792926172
64,2,0.9613791865455327,39.06414157,196.18027282,135,4.0,0.82306540,0.27127876092855546,54.79855792926172
64,3,0.971232247476896,38.79286281,171.87028527,123,4.0,0.88817924,0.27127876092855546,54.79855792926172
64,4,0.9648720690026032,38.52158405,174.49809146,128,4.0,0.81877565,0.27127876092855546,54.79855792926172
64,5,0.9695362340446738,40.69181414,175.77692986,131,4.0,0.87298518,0.27127876092855546,54.79855792926172
64,6,0.9774959177606664,39.87797786,173.79217911,125,4.0,0.78643066,0.27127876092855546,54.79855792926172
64,7,0.9378936514232493,41.77692918,185.43006182,131,4.0,0.66859353,0.27127876092855546,54.79855792926172
64,8,0.9783814188109597,40.14925662,184.50022078,139,4.0,0.96004295,0.27127876092855546,54.79855792926172
64,9,0.9848474317930772,40.14925662,197.22312856,135,4.0,0.77088350,0.27127876092855546,54.79855792926172
