,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9879348554796318,24.689037390999996,176.93383677000003,134.7,1.099221957,87.32830825330066,0.1569551010193177
std,0.006924228580355278,1.4743200713842854,12.55476899991873,7.888810641239485,0.048927886922094765,0.0,0.0
max,0.9950895862888334,26.52541207,197.07375503,147.0,1.14910698,87.32830825330066,0.1569551010193177
