,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9878346697650832,40.335954980000004,471.82313599500003,216.4,0.000140189,69.27437851918476,0.11600792344002556
std,0.004099784745031058,2.1145076202011803,35.42248555337909,12.903057346570577,1.3296231253838644e-05,0.0,1.4628472785736255e-17
max,0.9932042859147499,43.96700298,520.49452209,238.0,0.00016464,69.27437851918476,0.11600792344002554
