,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9953938534765452,25.593223661,306.804298521,186.7,0.04581648,85.81836320459965,0.10353245817717857
std,0.00224378156414479,1.3488389416582538,30.501982821870108,13.23337531479487,0.0019074856699505425,1.4979556132593925e-14,0.0
max,0.997538066568887,26.71137421,358.7241075,207.0,0.04780576,85.81836320459963,0.10353245817717857
