,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.993297582673744,25.585654160000004,305.354042411,188.8,0.042987855000000005,80.23512717696103,0.10354372383408536
std,0.0021669953540237818,1.1178140573925386,26.472473695746313,9.761602782785667,0.0034467008428262077,1.4979556132593925e-14,1.4628472785736255e-17
max,0.9969882999100956,26.81782447,346.16582561,204.0,0.04699017,80.23512717696104,0.10354372383408537
