Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,action_set,batch_size,chain_length,coupling,dropout,epsilon,epsilon_increment,fc1_dims,fc2_dims,field_strength,gamma,learning_rate,max_t_steps,memory_size,n_actions,number_of_episodes,number_of_features,prioritized_experience_replay,replace_target_iter,reward_function,tolerance,tstep_length,avg_Qvalue,binned_Qvalue,binned_epsilon,binned_final_fid,binned_max_fid,binned_time_final_fid,binned_time_max_fid,epsilon_increment,fc1_dims,learning_rate,max_fid,soft_success_training_rate,true_success_training_rate,reward_function,prioritized,action set,chain_length
2025-06-11 14:30:29,27.0s,55f6a1fa13be4b5d88bb35a7842c1489,trial_28,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0014777497857884955,102,120,100,0.95,1.236157351400298e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3610.178189079426,3550.6301876115003,0.99,0.102376991,0.4242530956,60,51.46,,,,0.875822856968971,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:02,24.3s,182ff22db434425885725cc981316922,trial_1,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.003929383911976143,90,120,100,0.95,7.080255753180885e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3561.581445456034,3594.4311165174,0.99,0.17133632769999999,0.41934965570000005,60,52.9,,,,0.9192047117427573,0.0025,0,site evolution,prioritized,oaps,12
2025-06-11 14:31:14,25.2s,634cea8219624e54a240b6afe367e3e1,trial_30,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.001773560827232846,203,120,100,0.95,1.066042672320972e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3635.819050162779,3641.9152737929003,0.99,0.1211805125,0.3445068051,60,46.73,,,,0.9115155310708194,0.00006,0,site evolution,prioritized,oaps,12
2025-06-11 14:31:43,0.5s,b0db33952533472bb92517b7b0e324e1,trial_25,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0009155239880074032,354,120,100,0.95,2.336621030674891e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,2128.1211098182853,2899.96797998,0.99,0.03702692,0.06576019,60,53,,,,0.23210974383951843,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:31:45,27.5s,a9bcfcfbb38e499a8e23231c3c7c9552,trial_4,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.002922152100366968,387,120,100,0.95,6.400311269944916e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3668.5836922646063,3618.5017294108,0.99,0.019268438699999998,0.0550471762,60,45.46,,,,0.9465767661608044,0.0171,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:58,326ms,5c6849fe9b6e41f8917eb27af1b335c4,trial_32,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.001504507623927751,191,120,100,0.95,2.36958458043906e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,1988.527246031307,2139.76734682,0.99,0.02476393,0.04782416,60,48,,,,0.20524701528109787,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:29:30,386ms,fc4e3dc0c5874493bc5209f476948246,trial_12,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0020826831114146146,218,120,100,0.95,0.0003971504706645779,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,2206.345689788969,2320.62295189,0.99,0.01547652,0.04635157,60,50,,,,0.28838972085537024,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:28,0.5s,42c13b4852124b48897561decef03346,trial_22,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.001638981073553029,361,120,100,0.95,1.9037904629250297e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3158.974027371377,3648.1333121,0.99,0.04054172,0.04557088,60,57,,,,0.44964537813018146,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:28:41,24.8s,4ef30f7cb6824dd09b8853f2798840b9,trial_2,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0013975519918985949,356,120,100,0.95,1.701069689007753e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3043.7568516659244,3019.3609470773,0.99,0.0379714239,0.042921578499999995,60,55.43,,,,0.7433315571984455,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:58,432ms,5519d0b8f1f24b37b7d40295277547f5,trial_27,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.004619487174930826,550,120,100,0.95,5.3108567893131595e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,2944.9410138318826,3098.43534757,0.99,0.03520024,0.04160879,60,55,,,,0.5929281910361325,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:31:44,0.6s,c2d12310e47b4fc6befb3736f3d2284f,trial_16,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0003439129717667481,613,120,100,0.95,0.0002770662319082405,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,2024.0917788170445,2994.07400279,0.79478288,0.02696033,0.03218476,60,57,,,,0.3467830637116309,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:59,15.4s,e0c93d83a2db4cf6a3fee243aeb78b4c,trial_15,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.008050697764148749,182,120,100,0.95,0.005172338964343501,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3502.7305524164426,3654.45428941,0.99,0.02881077,0.02922339,60,54,,,,0.9414331212372743,0.0011362990739162547,0,site evolution,prioritized,oaps,12
2025-06-11 14:29:06,22.4s,0cd6634d8bc547aeb775ebbc0a7a4540,trial_5,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.00010938757218321424,440,120,100,0.95,0.05901521459411171,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3203.6943666373973,3333.5801689628,0.99,0.0021964301,0.0185049763,60,44.56,,,,0.93770710291326,0.0019,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:56,477ms,d40d535da2e94896b4514b7ee1cc1cf7,trial_18,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0912991387056277,479,120,100,0.95,9.333574674093818e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3056.21976285007,3128.44254272,0.99,0.01336945,0.01336945,60,58,,,,0.47298265430753356,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:01,0.6s,a4e8ac32458b4e8badb186b75de711b5,trial_23,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0010464799956170362,503,120,100,0.95,3.688131907172908e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,2036.7651741300954,2161.55731956,0.99,0.00972077,0.01276031,60,51,,,,0.17222624597994096,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:30:26,366ms,b3d910cbc64f42a393298f6765384fef,trial_26,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.0002650098226829294,279,120,100,0.95,6.428964396257956e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,1761.0967176470665,1768.16795463,0.29442591,0.00955895,0.00955895,60,58,,,,0.1168714608553946,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:31:44,412ms,fa971c75b1e24520b4f71be1ba08343d,trial_24,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.012935708961107214,121,120,100,0.95,0.00014946444204950527,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,3474.7913485490844,3663.16978958,0.99,0.00284677,0.00880288,60,57,,,,0.2550460393047072,0,0,site evolution,prioritized,oaps,12
2025-06-11 14:29:58,371ms,e42d3778ff574b949a50b3fa9a14b741,trial_7,LOCAL,optuna_log.py,sofi,FINISHED,oaps,32,12,1,0.0,0.99,0.00011045746592930417,565,120,100,0.95,6.370305034303201e-05,60,40000,13,50000,24,True,200,site evolution,0.05,0.15,1687.9256266094797,1194.4930574,0.12271824,0.00584663,0.00609023,60,44,,,,0.07259251973200116,0,0,site evolution,prioritized,oaps,12
