n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
16,0,0.9941830911511331,11.09056986,60.50487399,59,6.0,73.92565918,0.29185710156497563,78.15078309440628
16,1,0.9926300953039162,11.09056986,56.46700883,55,6.0,73.69715881,0.29185710156497563,78.15078309440628
16,2,0.9939262058015611,11.67428406,55.37470818,57,6.0,74.07360840,0.29185710156497563,78.15078309440628
16,3,0.9930205644360931,11.09056986,57.85534620,58,6.0,74.01376343,0.29185710156497563,78.15078309440628
16,4,0.9929018511027817,11.09056986,55.53100181,51,6.0,73.96886444,0.29185710156497563,78.15078309440628
16,5,0.9939076548939332,11.67428406,66.50594592,53,6.0,74.12319183,0.29185710156497563,78.15078309440628
16,6,0.9936751321524602,11.09056986,61.91596818,54,6.0,74.12899780,0.29185710156497563,78.15078309440628
16,7,0.994083965555819,11.67428406,48.43397570,53,6.0,74.01014709,0.29185710156497563,78.15078309440628
16,8,0.9940120846053156,11.67428406,62.77671337,54,6.0,73.94873047,0.29185710156497563,78.15078309440628
16,9,0.9943878084495303,11.67428406,62.86011577,52,6.0,74.24825287,0.29185710156497563,78.15078309440628
