,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9899737723370613,21.228430363,126.985377597,103.9,7.582332038999999,27.84209538848628,0.20550271406023518
std,0.0026596171675707784,1.9448708546264721,14.95150202670318,5.342700108039421,0.2627237504262212,0.0,0.0
max,0.9938740126605735,23.63281212,149.98801064,113.0,7.91845131,27.84209538848628,0.20550271406023518
