,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.992831061652419,16.386385177999998,125.187284802,108.1,9.624842071,33.733913662335794,0.1635367782286285
std,0.002852372308183341,0.7305456322464404,18.4395993025165,11.929887770730376,0.2832957193049228,0.0,0.0
max,0.9964744247148044,17.66197205,158.14813709,129.0,10.0425806,33.733913662335794,0.1635367782286285
