n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
36,0,0.9973071724980871,26.33581255,303.53834057,187,32.0,0.04450549,0.10368430138450004,93.79420151573648
36,1,0.992274809184539,25.29896954,299.97911978,188,32.0,0.04273393,0.10368430138450004,93.79420151573648
36,2,0.9954377106020095,24.05475792,245.62097764,162,32.0,0.04778521,0.10368430138450004,93.79420151573648
36,3,0.9951501989209418,26.85423406,305.79791188,193,32.0,0.04846510,0.10368430138450004,93.79420151573648
36,4,0.9962242100085547,26.64686546,310.40082288,186,32.0,0.04793949,0.10368430138450004,93.79420151573648
36,5,0.9886376560152179,26.33581255,254.47284484,159,32.0,0.04435869,0.10368430138450004,93.79420151573648
36,6,0.9948401678037191,26.12844395,295.85511804,182,32.0,0.04739613,0.10368430138450004,93.79420151573648
36,7,0.9949379025969801,26.23212825,350.69473839,200,32.0,0.04608624,0.10368430138450004,93.79420151573648
36,8,0.9911244351817619,26.85423406,326.24958634,185,32.0,0.04630996,0.10368430138450004,93.79420151573648
36,9,0.9956379977161027,24.88423233,298.21008897,190,32.0,0.04768050,0.10368430138450004,93.79420151573648
