n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
16,0,0.9986319512987699,11.24111429,107.35437226,96,82.0,25.48330116,0.1498815239162014,65.89412947267941
16,1,0.9994653850198048,11.84064039,119.19746161,104,82.0,25.09195709,0.1498815239162014,65.89412947267941
16,2,0.9928858580754815,11.39099582,99.77137852,101,82.0,25.40245056,0.1498815239162014,65.89412947267941
16,3,0.9976400206150413,11.69075887,92.54287434,87,82.0,24.87047577,0.1498815239162014,65.89412947267941
16,4,0.9978225115076763,11.09123277,119.97096300,109,82.0,25.48212433,0.1498815239162014,65.89412947267941
16,5,0.9939607830238727,10.64158820,133.49609256,97,82.0,25.42831039,0.1498815239162014,65.89412947267941
16,6,0.9978511608913001,11.84064039,129.99040699,104,82.0,24.96660995,0.1498815239162014,65.89412947267941
16,7,0.9962680748451014,11.54087734,118.23891473,97,82.0,25.62137985,0.1498815239162014,65.89412947267941
16,8,0.9985114676991288,11.24111429,81.51845384,83,82.0,25.41687775,0.1498815239162014,65.89412947267941
16,9,0.99830131948044,11.39099582,116.86899710,106,82.0,25.45284271,0.1498815239162014,65.89412947267941
