,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.997280364257539,11.199948416000002,101.12651434,84.2,23.468792344,77.46794063785987,0.14659618347691367
std,0.0008332749802694178,0.5952759796666908,16.689710548121575,4.802776974487434,0.050298484278076774,1.4979556132593925e-14,0.0
max,0.9984079066257865,11.58109849,136.1078279,91.0,23.54172134,77.46794063785985,0.14659618347691367
