n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
16,0,0.9973412743830409,9.67534811,136.10782790,91,48.0,23.37843895,0.14659618347691367,77.46794063785985
16,1,0.9970982729765878,10.99471376,109.76869941,88,48.0,23.42073441,0.14659618347691367,77.46794063785985
16,2,0.9975673034408903,11.58109849,123.59209633,87,48.0,23.54172134,0.14659618347691367,77.46794063785985
16,3,0.9979692097141937,11.58109849,96.21549964,80,48.0,23.50031853,0.14659618347691367,77.46794063785985
16,4,0.9984079066257865,11.43450231,91.19488192,77,48.0,23.48590851,0.14659618347691367,77.46794063785985
16,5,0.9974846489418555,11.58109849,93.54530525,87,48.0,23.50900269,0.14659618347691367,77.46794063785985
16,6,0.9974900671721112,11.28790613,89.42515850,83,48.0,23.44033241,0.14659618347691367,77.46794063785985
16,7,0.9969474827507738,11.43450231,85.66056323,79,48.0,23.46329117,0.14659618347691367,77.46794063785985
16,8,0.997263391321859,11.58109849,95.26479006,81,48.0,23.51394653,0.14659618347691367,77.46794063785985
16,9,0.9952340852482902,10.84811758,90.49032116,89,48.0,23.43422890,0.14659618347691367,77.46794063785985
