,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9925187297456359,21.941803112000002,155.839308953,127.4,3.0821061129999996,18.984565164798035,0.1673669192429485
std,0.0027598475752786786,1.476986064048532,15.736481412209933,7.3363630105265525,0.11451124536973996,0.0,0.0
max,0.9956193232102768,23.59873561,190.06776118,139.0,3.27875614,18.984565164798035,0.1673669192429485
