,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9906674158950812,11.248353958000001,78.08794390999999,64.0,54.326115037,23.825975058356324,0.23532121257017452
std,0.001687646495933276,0.09922013404623908,8.09488017769296,5.676462121975467,0.5546810115951368,3.744889033148481e-15,2.925694557147251e-17
max,0.9936977096336389,11.2954182,91.18665051,74.0,54.80349731,23.82597505835632,0.2353212125701745
