,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9967310257830164,11.601863734999998,92.210217214,85.6,26.061738586,70.1775136291359,0.15165834943882678
std,0.0009336784270976104,0.19249926386828253,10.263377948563628,6.65331997326648,0.16785794262836995,0.0,0.0
max,0.9976897482561147,11.82935126,107.61391258,96.0,26.27944565,70.1775136291359,0.15165834943882678
