,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9966017570152456,11.33978842,75.98681922,71.5,36.716801071,79.44672472257153,0.17942703195469417
std,0.0013031101224675722,0.2905511652937505,18.501485795070277,10.772908407461541,0.10977992421590271,1.4979556132593925e-14,0.0
max,0.9977242318599379,11.66275708,99.96471024,84.0,36.89044189,79.44672472257155,0.17942703195469417
