n,sample_index,max_fidelity,ttime,cpu_time,generations,trial_index,max_fitness,dt,b
36,0,0.9853825280810575,23.00148297,184.65383434,129,8.0,0.35596707,0.13530284101921464,48.23667585890653
36,1,0.9885703167832589,22.46027161,169.60316992,123,8.0,0.38487285,0.13530284101921464,48.23667585890653
36,2,0.9920021946433535,24.48981422,189.27420545,134,8.0,0.38207692,0.13530284101921464,48.23667585890653
36,3,0.9907331897154478,21.64845456,179.16072178,131,8.0,0.38027468,0.13530284101921464,48.23667585890653
36,4,0.9815717822524239,22.86618013,182.49979377,132,8.0,0.37348324,0.13530284101921464,48.23667585890653
36,5,0.9887972210725111,23.67799718,187.56964564,136,8.0,0.38629550,0.13530284101921464,48.23667585890653
36,6,0.9822422989463957,22.46027161,171.60391235,122,8.0,0.33277673,0.13530284101921464,48.23667585890653
36,7,0.9855924667246105,21.37784888,167.85822129,127,8.0,0.34861371,0.13530284101921464,48.23667585890653
36,8,0.9902286145204094,22.59557445,186.33892798,126,8.0,0.32421753,0.13530284101921464,48.23667585890653
36,9,0.9840482346121595,23.13678581,176.71089101,127,8.0,0.34304127,0.13530284101921464,48.23667585890653
