,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9943078548892167,22.019315366999997,228.744006515,159.5,0.26908215599999996,17.93961929911146,0.11338473412319441
std,0.0015015576681255399,0.9114766143413007,22.80946087863819,12.47441826744282,0.0035008310169259965,0.0,1.4628472785736255e-17
max,0.9967273673106606,23.81079417,245.76416802,171.0,0.2732636,17.93961929911146,0.1133847341231944
