,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9975001376597286,16.983083582,198.141050482,149.3,1.1894631629999999,24.063532273927354,0.10621065405107255
std,0.0008664750639896776,0.9623646488135835,26.66945667012201,8.028421735033328,0.018992360566165704,3.744889033148481e-15,0.0
max,0.9983374545394662,17.63096857,259.79520345,163.0,1.22265446,24.06353227392735,0.10621065405107255
