,max_fidelity,ttime,cpu_time,generations,max_fitness,b,dt
mean,0.9951950524470341,16.974345102,189.771110226,145.5,0.83923769,78.3306814609455,0.10002560460677343
std,0.0019949851895290716,0.7748667398901451,16.09636060839817,8.922505876216116,0.004518878323185481,1.4979556132593925e-14,0.0
max,0.9979618634367817,17.70453202,221.18808866,164.0,0.84641814,78.33068146094551,0.10002560460677343
